# jar	class	constant_pool_index	old_base64	new_base64
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/CoreScript.class	1847	SW5kdXN0cmllcyAmIHN0cnVjdHVyZXM=	7IKw7JeFIOuwjyDqtazsobDrrLw=
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/DevMenuOptions.class	171	UmVwdXRhdGlvbiB3aXRoIA==	7Y+J7YyQ
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/DevMenuOptions.class	278	Tm93IHBsYXlpbmc6IA==	7J6s7IOdIOykkTo=
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/ExplosionEntityPlugin.class	575	RGFtYWdlZCBieSBleHBsb3Npb24=	7Y+t67Cc66GcIO2UvO2VtCDsnoXsnYw=
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/ExplosionEntityPlugin.class	637	WW91ciBmbGVldCBzdWZmZXJzIGRhbWFnZSBmcm9tIGJlaW5nIGNhdWdodCBpbiBhbiBleHBsb3Npb24=	7ZWo64yA6rCAIO2PreuwnOyXkCDtnJjrp5DroKQg7ZS87ZW066W8IOyeheyXiOyKteuLiOuLpA==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/FactionPersonalityPickerPluginImpl.class	67	JXMgb2ZmaWNlcnMgYW5kIHNoaXAgY29tbWFuZGVycy4=	JXMg7J6l6rWQIOuwjyDtlajshKAg7KeA7ZyY6rSALg==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/FactionPersonalityPickerPluginImpl.class	71	Q2F1dGlvdXM=	7KGw7Ius7Iqk65+w
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/FactionPersonalityPickerPluginImpl.class	79	U3RlYWR5	7Iug7KSR7ZWc
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/FactionPersonalityPickerPluginImpl.class	81	QWdncmVzc2l2ZQ==	6rO16rKp7KCB7J24
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/FactionPersonalityPickerPluginImpl.class	83	QSBtaXggb2YgJXMgYW5kICVzIG9mZmljZXJzIGFuZCBzaGlwIGNvbW1hbmRlcnMu	JXMg67CPICVzIOyepeq1kOyZgCDtlajshKAg7KeA7ZyY6rSA65Ok7J2YIO2YvO2VqS4=
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/FactionPersonalityPickerPluginImpl.class	85	UmVja2xlc3M=	66y066qo7ZWc
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/FleetEncounterContext.class	1040	UG9zdCBlbmdhZ2VtZW50IHJlY292ZXJ5	6rWQ7KCEIO2bhCDtmozrs7U=
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/FleetEncounterContext.class	1075	aGFycmllZCB3aGlsZSBkaXNlbmdhZ2luZw==	7J207YOIIOykkSDqs7XqsqnrsJvsnYw=
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/FleetEncounterContext.class	1845	ZnJvbSBsb3Npbmcgcy1tb2RkZWQgc2hpcHM=	7Iqk7Yag66asIOuqqOuTnCDtlajshKDsnYQg7J6D64qUIOqyg+ycvOuhnOu2gO2EsA==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/FleetEncounterContext.class	2477	ZGlzYWJsZWQgaW4gY29tYmF0	7KCE7YisIOykkSDruYTtmZzshLHtmZQ=
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/FleetEncounterContext.class	2479	d2luZyBkZXBsb3llZCBpbiBjb21iYXQ=	7KCE7YisIOykkSDtjrjrjIAg67Cw7LmY
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/FleetEncounterContext.class	2481	ZGVwbG95ZWQgaW4gY29tYmF0	7KCE7YisIOykkSDrsLDsuZg=
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/FleetEncounterContext.class	2489	cmV0cmVhdGVkIGZyb20gbG9zdCBlbmdhZ2VtZW50	7Yyo67Cw7ZWcIOq1kOyghOyXkOyEnCDtm4Tth7Q=
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/FleetEncounterContext.class	2502	ZGVwbG95ZWQgcmVwbGFjZW1lbnQgY2hhc3NpcyBpbiBjb21iYXQ=	7KCE7Yis7JeQ7IScIOq1kOyytCDshIDsi5zrpbwg67Cw7LmY7ZaI7Iq164uI64uk
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/FleetEncounterContext.class	2507	ZXh0ZW5kZWQgZGVwbG95bWVudA==	7J6l6riwIOuwsOy5mA==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/FleetEncounterContext.class	2528	aHVsbCBkYW1hZ2Ugc3VzdGFpbmVk	7ISg7LK0IOyGkOyDgSDsnoXsnYw=
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/FleetEncounterContext.class	2567	d2VhcG9uIGFuZCBlbmdpbmUgZGFtYWdlIHN1c3RhaW5lZA==	66y06riwIOuwjyDsl5Tsp4Qg7ZS87ZW0IOuwnOyDnQ==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/FleetEncounterContext.class	2590	bWlzc2lsZSB3ZWFwb25zIHVzZWQgaW4gY29tYmF0	7KCE7Yis7JeQ7IScIOyCrOyaqeuQnCDrr7jsgqzsnbwg66y06riw
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/FleetInteractionDialogPluginImpl$6.class	75	RW1lcmdlbmN5IHJlcGFpcnM=	6ri06riJIOyImOumrA==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/FleetInteractionDialogPluginImpl$6.class	120	IHBlcmZvcm1lZCBlbWVyZ2VuY3kgcmVwYWlycw==	IOq4tOq4iSDsiJjrpqzrpbwg7IiY7ZaJ7ZaI7Iq164uI64uk
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/FleetInteractionDialogPluginImpl$6.class	223	V2lsbCBicmluZyB1cCB0byAlcyBkZXBsb3ltZW50IHBvaW50cyB3b3J0aCBvZiBzaGlwcyB1cCB0byBhcHByb3hpbWF0ZWx5ICVzIGNvbWJhdCByZWFkaW5lc3MgYW5kICVzIGh1bGwgaW50ZWdyaXR5LiBTdGFydHMgd2l0aCB0aGUgZmxhZ3NoaXAgYW5kIHRoZW4gZ29lcyBvbiB0byBvZmZpY2VyLWNvbnRyb2xsZWQgc2hpcHMsIGluIHRoZSBvcmRlciB0aGV5IGFyZSBwbGFjZWQgaW4gdGhlIGZsZWV0LiBEb2VzIG5vdCBhZmZlY3Qgb3RoZXIgc2hpcHMu	7LWc64yAICVzIOuwsOy5mCDtj6zsnbjtirgg6rec66qo7J2YIO2VqOyEoOydhCDsoITtiKwg7KSA67mE64+EIOyVvSAlcywg7ISg7LK0IOyZhOyghOuPhCAlc+q5jOyngCDtmozrs7Xsi5ztgrXri4jri6QuIOq4sO2VqOydhCDsi5zsnpHsnLzroZwg7ZWo64yA7JeQIOuwsOy5mOuQnCDsiJzshJzsl5Ag65Sw6528IOyepeq1kCDsp4DtnJgg7ZWo7ISg7J2EIOyymOumrO2VqeuLiOuLpC4g64uk66W4IO2VqOyEoOyXkOuKlCDsmIHtlqXsnYQg7KO87KeAIOyViuyKteuLiOuLpC4=
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/FleetInteractionDialogPluginImpl$6.class	241	VGhlIHJlcGFpcnMgd2lsbCBhZmZlY3Q6	7IiY66as7J2YIOyYge2WpeydhCDrsJvripQg7ZWo7ISgOg==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/FleetInteractionDialogPluginImpl.class	360	Q29udGludWU=	6rOE7IaN
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/FleetInteractionDialogPluginImpl.class	454	ZGV2IG1vZGUgZXhpdA==	6rCc67Cc7J6QIOuqqOuTnCDsooXro4w=
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/FleetInteractionDialogPluginImpl.class	563	LCB3aXRoIGFsbGllcw==	LCDrj5nrp7nqtbDqs7wg7ZWo6ruY
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/FleetInteractionDialogPluginImpl.class	701	OiBzdXBwb3J0aW5nIHlvdXIgZm9yY2VzLg==	OiDslYTqtbAg7KeA7JuQIOykkS4=
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/FleetInteractionDialogPluginImpl.class	709	OiBzdXBwb3J0aW5nIHRoZSBlbmVteS4=	OiDsoIHqtbAg7KeA7JuQIOykkS4=
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/FleetInteractionDialogPluginImpl.class	711	OiBzdXBwb3J0aW5nIHRoZSBvcHBvc2luZyBzaWRlLg==	OiDsg4HrjIDtjrgg7KeA7JuQIOykkS4=
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/FleetInteractionDialogPluginImpl.class	790	OiBqb2luaW5nIHRoZSBlbmVteS4=	OiDsoIHqtbAg7ZWp66WYIOykkS4=
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/FleetInteractionDialogPluginImpl.class	1252	RmFpbGVkIHRvIGpvaW4gYmF0dGxlOyBzaG91bGRuJ3QgaGFwcGVuLg==	7KCE7YisIOywuOqwgCDsi6TtjKg7IOuwnOyDne2VtOyEnOuKlCDslYgg65Cp64uI64ukLg==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/FleetInteractionDialogPluginImpl.class	1421	WW91IHRyeSB0byBlc3RhYmxpc2ggYSBjb21tIGxpbmssIGJ1dCBvbmx5IGdldCBzdGF0aWMu	7Ya17Iug7J2EIOyLnOuPhO2WiOyngOunjCDsnqHsnYzrp4wg65Ok66a964uI64ukLg==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/FleetInteractionDialogPluginImpl.class	1434	U2VsZWN0IGNyYWZ0IHRvIHNlbmQgaW4gcHVyc3VpdA==	7LaU6rKp7JeQIOuztOuCvCDtlajshKDsnYQg7ISg7YOd7ZWY7IS47JqU
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/FleetInteractionDialogPluginImpl.class	1457	U2VsZWN0IGNyYWZ0IHRvIGNyYXNoLW1vdGhiYWxs	67mE7IOBIO2HtOyXre2VoCDtlajshKDsnYQg7ISg7YOd7ZWY7IS47JqU
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/FleetInteractionDialogPluginImpl.class	1544	U2VsZWN0IHNoaXBzIHRvIHJlY292ZXI=	7ZqM7IiY7ZWgIO2VqOyEoCDshKDtg50=
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/FleetInteractionDialogPluginImpl.class	1588	U2VsZWN0IGZsYWdzaGlwIGZvciB0aGlzIGVuZ2FnZW1lbnQ=	7J20IOq1kOyghOydhCDsnITtlZwg6riw7ZWo7J2EIOyEoO2Dne2VmOyEuOyalA==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/FleetInteractionDialogPluginImpl.class	1866	c2V2ZXJhbCBzaGlwcyBkaXNhYmxlZCBvciBkZXN0cm95ZWQ=	7Jes65+sIO2VqOyEoOydtCDrtojriqUg7IOB7YOc7J206rGw64KYIO2MjOq0tOuQmOyXiOyKteuLiOuLpA==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/FleetInteractionDialogPluginImpl.class	1868	YSBzaGlwIGRpc2FibGVk	7ZWo7ISgIOustOugpe2ZlA==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/FleetInteractionDialogPluginImpl.class	1870	VGhlIHNhbHZhZ2UgY2hpZWYgcmVwb3J0cyB0aGF0IA==	6rWs7KGwIOyxheyehOyekOqwgCDrs7Tqs6Dtlanri4jri6Qg
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/FleetInteractionDialogPluginImpl.class	1872	IGR1cmluZyB0aGUgYmF0dGxlIA==	7KCE7YisIOykkQ==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/FleetInteractionDialogPluginImpl.class	1874	Y2FuIGJlIHJlc3RvcmVkIHRvIGJhc2ljIGZ1bmN0aW9uYWx0eS4gUmVjb3ZlcmluZyBzaGlwcyBpbnN0ZWFkIG9mIGJyZWFraW5nIA==	6riw67O4IOq4sOuKpeycvOuhnCDrs7Xsm5DtlaAg7IiYIOyeiOyKteuLiOuLpC4g7ZWo7ISg7J2EIO2VtOyytO2VmOuKlCDrjIDsi6Ag7ZqM7IiY7ZWY66m0IA==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/FleetInteractionDialogPluginImpl.class	1876	dGhlbSBmb3Igc2FsdmFnZSB3aWxsIGdyZWF0bHkgcmVkdWNlIHRoZSBzYWx2YWdlIGdhaW5lZCBmcm9tIHRoZXNlIHNoaXBzLg==	7J247JaR7J2EIOychO2VtCDsspjrpqztlZjrqbQg7J20IO2VqOyEoOuTpOyXkOyEnCDslrvripQg7J247JaR66y87J20IO2BrOqyjCDspITslrTrk6Qg6rKD7J6F64uI64ukLg==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/FleetInteractionDialogPluginImpl.class	1881	RGlzYWJsZWQgc2hpcHMgZnJvbSB5b3VyIGZsZWV0IGFyZSBhdmFpbGFibGUgZm9yIHJlY292ZXJ5	7ZWo64yA7J2YIOqyqey2lOuQnCDtlajshKDsnYQg7ZqM7IiY7ZWgIOyImCDsnojsirXri4jri6Q=
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/FleetInteractionDialogPluginImpl.class	1889	Q29uc2lkZXIgc2hpcCByZWNvdmVyeQ==	7ZWo7ISgIO2ajOyImCDqs6DroKQ=
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/FleetInteractionDialogPluginImpl.class	1894	RGlzYWJsZWQgc2hpcHMgZnJvbSB5b3VyIGZsZWV0IGFyZSBhdmFpbGFibGUgZm9yIHJlY292ZXJ5Lg==	7ZWo64yA7J2YIOqyqey2lOuQnCDtlajshKDsnYQg7ZqM7IiY7ZWgIOyImCDsnojsirXri4jri6Qu
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/FleetInteractionDialogPluginImpl.class	1908	RGlzYWJsZWQgc2hpcHMgZnJvbSB5b3VyIGZsZWV0IGFyZSBhdmFpbGFibGUgZm9yIHJlY292ZXJ5LgoKSWYgeW91IHByb2NlZWQgd2l0aG91dCByZWNvdmVyaW5nIHRoZW0sIHRoZXkgd2lsbCBiZSBsb3N0IHBlcm1hbmVudGx5Lg==	7ZWo64yA7JeQ7IScIOyekeuPmSDrtojriqXsnbQg65CcIO2VqOyEoOuTpOydhCDtmozsiJjtlaAg7IiYIOyeiOyKteuLiOuLpC4KCu2ajOyImO2VmOyngCDslYrqs6Ag7KeE7ZaJ7ZWY66m0IOyYgeq1rOyggeycvOuhnCDshpDsi6TrkKnri4jri6Qu
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/FleetInteractionDialogPluginImpl.class	1959	UGljayB0aHJvdWdoIHRoZSB3cmVja2FnZQ==	7J6U7ZW0IOyGjeyXkOyEnCDrrLzqsbQg7LC+6riw
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/FleetInteractionDialogPluginImpl.class	2033	WW91ciBmb3JjZXM=	7JWE6rWwIOyghOugpQ==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/FleetInteractionDialogPluginImpl.class	2035	QWxsaWVkIGZvcmNlcw==	64+Z66e5IOyghOugpQ==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/FleetInteractionDialogPluginImpl.class	2061	Q3V0IHRoZSBjb21tIGxpbms=	7Ya17IugIOunge2BrCDssKjri6g=
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/FleetInteractionDialogPluginImpl.class	2087	QWRkaXRpb25hbCBYUCBkdWUgdG8gb3ZlcmFsbCBiYXR0bGUgZGlmZmljdWx0eTogJXM=	7KCE7LK0IOyghO2IrCDrgpzsnbTrj4Tsl5Ag65Sw66W4IOy2lOqwgCDqsr3tl5jsuZg6ICVz
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/FleetInteractionDialogPluginImpl.class	2101	T3JkZXIgeW91ciBzZWNvbmQtaW4tY29tbWFuZCB0byBoYW5kbGUgaXQ=	67aA6rSA7JeQ6rKMIOyymOumrO2VmOuPhOuhnSDrqoXroLk=
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/FleetInteractionDialogPluginImpl.class	2106	VHJhbnNmZXIgY29tbWFuZCBmb3IgdGhpcyBlbmdhZ2VtZW50	7J2067KIIOq1kOyghOydmCDsp4DtnJgg7J207KCE
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/FleetInteractionDialogPluginImpl.class	2117	VGFrZSBjb21tYW5kIG9mIHRoZSBhY3Rpb24=	7KeB7KCRIOyngO2cmA==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/FleetInteractionDialogPluginImpl.class	2122	Q3Jhc2gtbW90aGJhbGwgc29tZSBvZiB5b3VyIHNoaXBzIHRvIHByZXZlbnQgbWFsZnVuY3Rpb25z	7Jik7J6R64+ZIOuwqeyngOulvCDsnITtlbQg7J2867aAIO2VqOyEoOydhCDquLTquIkg67O06rSA
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/FleetInteractionDialogPluginImpl.class	2135	Q29udGludWUgaW50byBiYXR0bGU=	7KCE7YisIOqzhOyGjQ==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/FleetInteractionDialogPluginImpl.class	2137	R28gYmFjaw==	64+M7JWE6rCA6riw
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/FleetInteractionDialogPluginImpl.class	2153	LCBhbmQgdGhlIA==	LCDqt7jrpqzqs6A=
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/FleetInteractionDialogPluginImpl.class	2158	IGFuZCB0aGUg	6re466as6rOg
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/FleetInteractionDialogPluginImpl.class	2160	dGhlIA==	
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/FleetInteractionDialogPluginImpl.class	2164	YSBmaWdodGVyIHdpbmc=	7KCE7Yis6riwIO2OuOuMgA==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/FleetInteractionDialogPluginImpl.class	2166	LCBhbmQgYSBmaWdodGVyIHdpbmc=	LCDqt7jrpqzqs6Ag7KCE7Yis6riwIO2OuOuMgA==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/FleetInteractionDialogPluginImpl.class	2168	IGFuZCBhIGZpZ2h0ZXIgd2luZw==	6re466as6rOgIOyghO2IrOq4sCDtjrjrjIA=
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/FleetInteractionDialogPluginImpl.class	2170	c2V2ZXJhbCBmaWdodGVyIHdpbmdz	7Jes65+sIOyghO2IrOq4sCDtjrjrjIA=
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/FleetInteractionDialogPluginImpl.class	2172	LCBhbmQgc2V2ZXJhbCBmaWdodGVyIHdpbmdz	LCDqt7jrpqzqs6Ag7Jes65+sIOyghO2IrOq4sCDtjrjrjIA=
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/FleetInteractionDialogPluginImpl.class	2174	IGFuZCBzZXZlcmFsIGZpZ2h0ZXIgd2luZ3M=	IOq3uOumrOqzoCDsl6zrn6wg7KCE7Yis6riwIO2OuOuMgA==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/FleetInteractionDialogPluginImpl.class	2181	Sm9pbiB0aGUgYmF0dGxl	7KCE7YisIOywuOqwgA==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/FleetInteractionDialogPluginImpl.class	2205	IG5vdCBjdXJyZW50bHkgaG9zdGlsZSwgYW5kIHlvdSBoYXZlIGJlZW4gcG9zaXRpdmVseSBpZGVudGlmaWVkLiBBcmUgeW91IHN1cmUgeW91IHdhbnQgdG8gZW5nYWdlIGluIGhvc3RpbGl0aWVzIHdpdGggb25lIG9mIHRoZWlyIGZsZWV0cz8=	IO2YhOyerCDsoIHrjIDsoIHsnbTsp4Ag7JWK7Jy866mwLCDri7nsi6DsnYAg7Iug7JuQ7J20IO2ZleyduOuQmOyXiOyKteuLiOuLpC4g6re465Ok7J2YIO2VqOuMgCDspJEg7ZWY64KY7JmAIOq1kOyghO2VmOyLnOqyoOyKteuLiOq5jD8=
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/FleetInteractionDialogPluginImpl.class	2209	TmV2ZXIgbWluZA==	6rSc7LCu7JWE7JqU
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/FleetInteractionDialogPluginImpl.class	2220	QWNjZXB0IHRoZSBjb21tIHJlcXVlc3Q=	7Ya17IugIOyalOyyrSDsiJjrnb0=
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/FleetInteractionDialogPluginImpl.class	2227	T3BlbiBhIGNvbW0gbGluaw==	7Ya17IugIOunge2BrCDsl7TquLA=
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/FleetInteractionDialogPluginImpl.class	2274	Sm9pbiB0aGUgcHVyc3VpdA==	7LaU6rKpIOywuOyXrA==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/FleetInteractionDialogPluginImpl.class	2286	UGVyZm9ybSBhIHNhbHZhZ2Ugb3BlcmF0aW9uLCB0aGVuIGxlYXZl	6rWs64KcIOyekeyghCDsiJjtlokg7ZuEIOuWoOuCmOq4sA==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/FleetInteractionDialogPluginImpl.class	2291	UHVyc3VlIHRoZW0=	7LaU6rKp
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/FleetInteractionDialogPluginImpl.class	2295	TWFuZXV2ZXIgdG8gZm9yY2UgYSBwaXRjaGVkIGJhdHRsZQ==	7KCE66m07KCE7J2EIOqwleyalO2VmOuKlCDquLDrj5k=
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/FleetInteractionDialogPluginImpl.class	2297	T3V0bWFuZXV2ZXIgdGhlIG9wcG9zaW5nIGZsZWV0LCBmb3JjaW5nIHRoZW0gdG8gZmlnaHQgeW91IGhlYWQgb24u	7KCBIO2VqOuMgOulvCDquLDrj5nsnLzroZwg7JWV64+E7ZWY7JesIOygleuptCDsoITtiKzrpbwg6rCV7JqU7ZWp64uI64ukLg==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/FleetInteractionDialogPluginImpl.class	2307	IG5vdCBjdXJyZW50bHkgaG9zdGlsZSwgYW5kIHlvdSBoYXZlIGJlZW4gcG9zaXRpdmVseSBpZGVudGlmaWVkLiBBcmUgeW91IHN1cmUgeW91IHdhbnQgdG8gZW5nYWdlIG9uZSBvZiB0aGVpciBmbGVldHM/	IO2YhOyerCDsoIHrjIDsoIHsnbTsp4Ag7JWK7Jy866mwLCDri7nsi6DsnYAg7Iug7JuQ7J20IO2ZleyduOuQmOyXiOyKteuLiOuLpC4g6re465Ok7J2YIO2VqOuMgCDspJEg7ZWY64KY7JmAIOq1kOyghO2VmOyLnOqyoOyKteuLiOq5jD8=
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/FleetInteractionDialogPluginImpl.class	2316	TWFuZXV2ZXJlZCB0byBmb3JjZSBwaXRjaGVkIGJhdHRsZSB3aXRoIA==	64uk7J2M6rO87J2YIOygleuptCDsoITtiKzrpbwg6rCV7JqU7ZWY6riwIOychO2VtCDquLDrj5ntlojsirXri4jri6Qg
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/FleetInteractionDialogPluginImpl.class	2323	SGFycnkgdGhlaXIgcmV0cmVhdA==	7Ye06rCBIOuwqe2VtA==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/FleetInteractionDialogPluginImpl.class	2328	TGV0IHRoZW0gZ28=	6re465Ok7J2EIOuztOuCtOykjA==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/FleetInteractionDialogPluginImpl.class	2334	Sm9pbiB0aGUgZGlzZW5nYWdlIGF0dGVtcHQ=	7J207YOIIOyLnOuPhCDssLjsl6w=
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/FleetInteractionDialogPluginImpl.class	2340	Sm9pbiB0aGUgZW5nYWdlbWVudA==	6rWQ7KCEIOywuOyXrA==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/FleetInteractionDialogPluginImpl.class	2342	TW92ZSBpbiB0byBlbmdhZ2U=	6rWQ7KCEIOynhOyehQ==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/FleetInteractionDialogPluginImpl.class	2358	RGlzZW5nYWdl	7J207YOI
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/FleetInteractionDialogPluginImpl.class	2370	QXR0ZW1wdCB0byBkaXNlbmdhZ2U=	7J207YOIIOyLnOuPhA==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/FleetInteractionDialogPluginImpl.class	2387	RGlzZW5nYWdlIGJ5IGV4ZWN1dGluZyBhIHNlcmllcyBvZiBzcGVjaWFsIG1hbmV1dmVycw==	7Yq57IiYIOq4sOuPmeydhCDthrXtlZwg7J207YOI
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/FleetInteractionDialogPluginImpl.class	2392	QWxsb3dzIHlvdXIgZmxlZXQgdG8gZGlzZW5nYWdlIHdpdGhvdXQgYmVpbmcgcHVyc3VlZC4=	7ZWo64yA6rCAIOy2lOqyqSDsl4bsnbQg7J207YOI7ZWgIOyImCDsnojqsowg7ZWp64uI64ukLg==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/FleetInteractionDialogPluginImpl.class	2396	TWFuZXV2ZXJlZCB0byBkaXNlbmdhZ2UgZnJvbSA=	66Gc67aA7YSwIOydtO2DiO2VmOuPhOuhnSDquLDrj5ntlojsirXri4jri6Qg
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/FleetInteractionDialogPluginImpl.class	2442	UGVyZm9ybSBsaW1pdGVkIGVtZXJnZW5jeSByZXBhaXJz	7KCc7ZWc7KCBIOq4tOq4iSDsiJjrpqwg7IiY7ZaJ
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/FleetInteractionDialogPluginImpl.class	2447	QnJpbmdzIHlvdXIgZmxhZ3NoaXAgYW5kIGEgZmV3IG9mZmljZXItY29udHJvbGxlZCBzaGlwcyBiYWNrIHVwIHRvIHJlYXNvbmFibGUgY29tYmF0IHJlYWRpbmVzcyBhbmQgcmVwYWlycyBzb21lIGh1bGwgZGFtYWdlLg==	6riw7ZWo6rO8IOuqhyDsspnsnZgg7J6l6rWQIOyngO2cmCDtlajshKDsnYQg7KCB7KCVIOyghO2IrCDspIDruYTrj4TroZwg7ZqM67O17Iuc7YKk6rOgIOydvOu2gCDshKDssrQg7ZS87ZW066W8IOyImOumrO2VqeuLiOuLpC4=
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/FleetInteractionDialogPluginImpl.class	2453	UGVyZm9ybWVkIGVtZXJnZW5jeSByZXBhaXJzIHdoZW4gZmFjaW5nIA==	64uk7J2M7J2EIOyngeuptO2WiOydhCDrlYwg6ri06riJIOyImOumrOulvCDsiJjtlontlojsirXri4jri6Qg
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/FleetInteractionDialogPluginImpl.class	2571	ZmlnaHRlciB3aW5n	7KCE7Yis6riwIOu5hO2WieuMgA==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/FleetInteractionDialogPluginImpl.class	2642	IGFuZCB0aGVpciBhbGxpZXM=	6re466as6rOgIOq3uOuTpOydmCDrj5nrp7nqtbA=
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/FleetInteractionDialogPluginImpl.class	2648	WW91ciBmb3JjZXMgd2VyZQ==	7JWE6rWwIOyghOugpeydgA==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/FleetInteractionDialogPluginImpl.class	2650	WW91ciBzaWRlIHdhcw==	64u57IugIOyqveydgA==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/FleetInteractionDialogPluginImpl.class	2671	YXBwcm94aW1hdGVseSA=	7JW9IA==
