event_type,event_stage,p,target_rel,channels,subject,summary,assessment,image,icon,tags,sound_id,implementation notes
tutorial_mission,stabilize_jump_point,,,player_intel_always,성계 내부 점프 포인트 안정화,AI 코어가 생성한 하이퍼파 시퀀스를 사용해 성계 내부 점프 포인트를 안정화하십시오. 먼저 이를 지키는 해적을 물리쳐야 합니다.,,,,"no_system_prefix, important",,
tutorial_mission,stabilize_jump_point_done,,,player_intel_always,안키라로 돌아가 성공 보고,"갈라티아와 하이퍼공간의 연결이 복구되었고, 무역 함대가 다시 성계에 출입할 수 있게 되었습니다. 데린쿠유 지도부는 다시 법의 편에 서고자 하는 일반 광부들에 의해 곧 축출될 가능성이 큽니다.",,,,"no_system_prefix, important",,
tutorial_mission,deliver_message,,,player_intel_always,코르부스 성계 장갈라에 보고서 전달,$MainContactRank $mainContactLastName은 최근 사건을 상세히 적은 보고서를 장갈라의 $jangalaContactPost $jangalaContactLastName에게 전달하라고 지시했습니다. 항해를 성공적으로 마칠 충분한 연료를 확보하십시오.,,,,"no_system_prefix, important",,
tutorial_mission,end,,,player_intel_always,보고서 전달 완료,보고서를 전달했으며 헤게모니와의 관계가 크게 향상되었습니다.,,,,"no_system_prefix, important",,
,,,,,,,,,,,,
# faction commission,,,,,,,,,,,,
faction_commission,posting,,,posting,"대부분의 군용 시장 구매에 필요하며, 위임 보유자에게 적대적으로 변할 해당 세력의 적을 처치하면 소액 현상금을 지급합니다.",현상금은 적 호위함 기준 $baseBounty 크레딧에서 시작해 더 큰 함선일수록 증가합니다. 위임 보유자의 $theFaction 평판이 중립 아래로 떨어지면 취소됩니다.,,,,important,,
faction_commission,accept,,,secure_comm,$Faction 위임 수락,"대부분의 군용 시장 구매에 필요하며, 위임 보유자에게 적대적으로 변할 해당 세력의 적을 처치하면 소액 현상금을 지급합니다.",현상금은 적 호위함 기준 $baseBounty 크레딧에서 시작해 더 큰 함선일수록 증가합니다. 위임 보유자의 $theFaction 평판이 중립 아래로 떨어지면 취소됩니다.,,,important,,
faction_commission,become_hostile,,,secure_comm,$otherFaction 적대화,$theFaction 위임을 수락했기 때문에 $theOtherFactionLong이 당신에게 적대적으로 변했습니다.,,,,"important, nomap",,
faction_commission,bounty_payment,,,secure_comm,$theFaction 지급금: $bountyCredits 크레딧,메시지에는 $theFaction의 적과 싸운 대가로 지급되는 $bountyCredits 크레딧이 담긴 암호화 첨부 파일이 포함되어 있습니다. 최근 $enemyDesc와의 전투 비행 기록 데이터를 참조하고 있습니다.,$bountyCredits 크레딧을 획득했습니다.,,graphics/icons/intel/gain_credits.png,nomap,,
faction_commission,annul,,,secure_comm,$theFaction 위임 취소,메시지는 평판 부족으로 인해 당신의 위임을 취소한다는 $theFaction의 공식 통신문입니다.,평판이 개선되면 다른 위임을 수락할 수 있습니다.,,,"important, nomap",,
faction_commission,rep_drop_hostile,,,secure_comm,$theOtherFaction 관련 $Faction 통지,"$theFaction의 공식 통신문입니다. 당신이 $theOtherFaction과 적대 행위를 벌였다는 보고에 대해 해명을 요구하며, $theOtherFaction $otherFactionIsOrAre $theFaction의 적이 아니라는 점을 강하게 상기시키고 있습니다.",$theFaction과 $theOtherFaction 사이에 공개 적대 행위가 발생할 수 있습니다.,,,nomap,,
,,,,,,,,,,,,
# faction hostility,,,,,,,,,,,,
faction_hostility,warning,,,secure_comm,$theOneFaction - $theTwoFaction 적대 임박,$theCommissionFaction으로부터 경고를 받았습니다. $theOtherFaction과의 냉전 상태가 수 주 안에 공개 적대 행위로 번질 가능성이 매우 높습니다.,$commissionFaction 위임을 보유하고 있으므로 $TheOtherFaction이 당신에게 적대적으로 변합니다. 적대 행위가 끝나면 $theOtherFaction과의 관계는 대부분 복구됩니다.,,graphics/icons/intel/faction_conflict.png,important,,
faction_hostility,start,,,news,$sourceFaction - $targetFaction 적대 행위 시작,$sourceFaction이 $targetFaction에 대한 공개 적대 행위를 시작했습니다.,$sourceFaction 및 $targetFaction 관련 무역과 이동에 영향.,,graphics/icons/intel/faction_conflict.png,important,,
faction_hostility,end,,,news,$sourceFaction - $targetFaction 적대 행위 종료,$sourceFaction과 $targetFaction 간의 적대 행위가 종료되었습니다.,무역 및 이동 정상화.,,graphics/icons/intel/faction_peace.png,important,,
,,,,,,,,,,,,
# civil disorder,,,,,,,,,,,,
civil_disorder,possible1,,,player_intel,$market $onOrAt 시민 소요 가능성,몇 주 안에 $market $onOrAt 시민 소요가 발생할 가능성을 보여 주는 징후가 있습니다.,$market $onOrAt 생산량이 감소했습니다.,,,,,
civil_disorder,possible2,,,news,$market $onOrAt 시민 소요 가능성,$market $onOrAt 저명한 지식인이 $rulingfaction을 비판하는 성명을 발표한 뒤 곧 체포되었습니다. $rulingfaction 관계자들은 논평하지 않았습니다.,$market $onOrAt 시민 소요 징후가 증가했습니다.,,,,,
civil_disorder,possible3,,,news,$market $onOrAt 시민 소요 가능성,$market $onOrAt 현지 $rulingFaction 행정 본부 앞에서 시위가 열렸습니다. 당국이 군중을 해산시키는 과정에서 여러 명이 사망했습니다.,$market $onOrAt 시민 소요 징후가 증가했습니다.,,,,,various factions may comment on this event
civil_disorder,possible3,,HOSTILE,"tritachyon_public,
hegemony_public",$market $onOrAt 시민 소요 가능성,$faction은 $market $onOrAt 시위에 대한 $rulingFaction의 불필요하게 가혹한 진압을 비난하는 성명을 발표했습니다.,$market $onOrAt 시민 소요 징후가 증가했습니다.,,,,,possible reaction to the above event
civil_disorder,possible3,,FRIENDLY,"tritachyon_public,
hegemony_public",$market $onOrAt 시민 소요 가능성,"$faction은 $market $onOrAt 벌어지는 시위를 비난하고, 시위 지도부가 $rulingFaction 당국에 자수할 것을 촉구하는 성명을 발표했습니다.",$market $onOrAt 시민 소요 징후가 증가했습니다.,,,,,possible reaction to the above event
civil_disorder,possible4,,,news,$market $onOrAt 시민 소요 가능성,$market $onOrAt 현지 $rulingfaction 당국은 여러 명의 주요 반정부 선동가를 체포했다고 발표했습니다.,$market $onOrAt 시민 소요 징후가 증가했습니다.,,,,,
civil_disorder,likely,,,player_intel,$market $atOrOn 민중 봉기 임박,$market에서 대규모 시민 불안이 임박했습니다.,$market의 안정도를 높이면 봉기를 예방할 수 있습니다.,,,,,
civil_disorder,start1,,,news,$market $onOrAt 시민 소요,$market $onOrAt 총파업이 발생했습니다. $rulingfaction 관계자들은 일부 반정부 주동자의 행동을 비난하는 성명을 발표했습니다. ,$market $onOrAt 생산량이 감소했습니다.,,,,,
civil_disorder,start2,,,news,$market $onOrAt 시민 소요,$market $onOrAt $rulingparty 시설을 겨냥한 연쇄 폭탄 테러가 발생했습니다. 당국은 범인들을 반드시 처벌하겠다는 공식 성명을 발표했습니다.,$market $onOrAt 생산량이 감소했습니다.,,,,,
civil_disorder,start3,,,news,$market $onOrAt 시민 소요,$market $onOrAt 사보타주로 주요 생산 시설들이 가동을 멈췄습니다.,$market $onOrAt 생산량이 감소했습니다.,,,,,
civil_disorder,ending1,,,news,,시민 소요를 진압하기 위해 $market $onOrAt 계엄령이 선포되었습니다.,생산량은 곧 정상 수준으로 돌아갈 가능성이 큽니다.,,,,,
civil_disorder,ending2,,,news,,$market $onOrAt $rulingfaction 관계자들은 여러 야권 은신처를 급습했다고 발표했습니다. 이어진 총격전으로 수십 명의 사상자가 발생했습니다.,생산량은 곧 정상 수준으로 돌아갈 가능성이 큽니다.,,,,,
civil_disorder,ending3,,,news,,시민 소요를 진압하기 위해 $market $onOrAt 주요 인구 밀집 지역에 해병대가 배치되었습니다.,생산량은 곧 정상 수준으로 돌아갈 가능성이 큽니다.,,,,,
civil_disorder,ending4,,,news,,$market $onOrAt $rulingFaction과 야권 지도자들 사이에 협상이 시작되었습니다.,생산량은 곧 정상 수준으로 돌아갈 가능성이 큽니다.,,,,,
civil_disorder,end1,,,news,,$market에 평화가 돌아오면서 계엄령이 해제되었습니다.,생산량이 정상 수준으로 돌아왔습니다.,,,,,
civil_disorder,end2,,,news,,$market에 평화가 돌아오면서 주요 인구 밀집 지역에서 해병대가 철수했습니다.,생산량이 정상 수준으로 돌아왔습니다.,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
sindria_terrorists,likely,,,sindrian_diktat_internal,신드리아 테러 공격 가능성,정보에 따르면 테러리스트들이 불법 무기 은닉고를 확보했으며 이를 정부 목표물에 사용할 의도를 보이고 있습니다.,신드리아 생산량 감소 가능성이 높습니다.,,,,,precursor to terrorist attacks
sindria_terrorists,start1,,,news,신드리아 테러 공격,"라이온의 군사적 승리를 기념하는 공공 기념물이 한밤중 폭탄 공격으로 파괴되었고, 독재정 관리들은 즉시 이를 규탄했습니다. 주요 군집 도시에 임시 통금령이 내려졌고 보안 순찰이 강화되었습니다.",신드리아 생산량 감소.,,,,,start option 1
sindria_terrorists,start2,,,news,신드리아 테러 공격,신드리아 주요 산업 중심지에서 여러 폭탄이 발견되어 해체되었습니다. 행성 전역의 시설이 폐쇄되어 폭탄 수색을 받고 있습니다. 독재정 관리는 범인 추적을 위한 특별 태스크포스 구성을 발표했습니다.,신드리아 생산량 감소.,,,,,start option 2
sindria_terrorists,start3,,,news,신드리아 테러 공격,신드리아에서 독재정 행정 사무소를 노린 연쇄 폭탄 공격이 발생했습니다. 독재정 관리들은 성명을 통해 테러리스트들이 신속히 정의의 심판을 받게 될 것이라고 약속했습니다.,신드리아 생산량 감소.,,,,,start option 3
sindria_terrorists,continued1,,,news,신드리아 테러 공격,주요 군집 도시의 상층부를 여러 폭발이 뒤흔들었습니다. 테러 지도자들은 크루오르에 수감된 특정 정치범들이 독재정 당국에 의해 석방될 때까지 폭탄 공격을 계속하겠다는 홀로비드 성명을 발표했습니다.,신드리아 생산량 감소.,,,,,"may proceed through zero or more of the ""continued"" event stages before reaching one of the concluding stages."
sindria_terrorists,continued2,,,news,신드리아 테러 공격,"테러 총격범들이 오늘 독재정 해군 모병 센터를 습격했습니다. 몇 시간 동안 이어진 총격전 끝에 모두 사살되었고, 다수의 민간인 사상자가 발생했습니다. 독재정 관리들은 비겁한 행위를 규탄했습니다.",신드리아 생산량 감소.,,,,,""""
sindria_terrorists,concluding1,,,news,신드리아 테러 공격 종식 조짐,보안군이 테러 은신처를 급습했지만 이미 비어 있었습니다. 독재정 정보부 관리들은 테러리스트를 추적하는 데 도움이 될 증거를 확보했다고 주장합니다.,신드리아 생산량이 곧 정상 수준으로 돌아갑니다.,,,,,
sindria_terrorists,concluding2,,,news,신드리아 테러 공격 종식 조짐,독재정 정보부가 테러 하수인을 체포해 심문했습니다. 관리들은 테러 지도자 추적이 막바지에 이르렀다고 밝혔습니다.,신드리아 생산량이 곧 정상 수준으로 돌아갑니다.,,,,,
sindria_terrorists,end1,,,news,신드리아 테러 공격 중단,독재정 보안군이 이른 아침 기습 작전으로 여러 테러 은신처를 급습했습니다. 관리들에 따르면 부적절하게 보관된 탄약이 폭발해 생존자는 없었습니다.,신드리아 생산량이 정상으로 돌아갑니다.,,,,,
sindria_terrorists,end2,,,news,신드리아 테러 공격 중단,독재정 보안군이 신드리아를 탈출하려던 테러 지도자들을 체포했습니다. 관리들은 독재정 정보부의 심문이 끝나면 신속한 재판과 공개 처형이 있을 것이라고 밝혔습니다.,신드리아 생산량이 정상으로 돌아갑니다.,,,,,"Like a Cardassian novel, everyone arrested in Sindria is guilty - the only question remains: of what?"
