id,type,text1,text2,text3,text4,text5,notes
sentry,SHIP,"자동화된 전쟁 기계는 도메인 핵심 공간에서 금지되었지만, 공식적으로 편입된 구역 밖에서는 조용히 운용되었습니다. 센트리 전투 드론은 미사일로 가득 차 있으며 얇게 펼쳐진 프론티어 순찰대에 저렴한 자동화 화력 지원을 제공했습니다.",,,,,
warden,SHIP,"자동화된 전쟁 기계는 도메인 핵심 공간에서 금지되었지만, 공식적으로 편입된 구역 밖에서는 조용히 운용되었습니다. 워든은 차폐되지 않은 함선에 퍼붓는 비교적 강력한 화력 때문에 도메인 프론티어의 해적들에게 두려움과 증오의 대상이었습니다. 활성화 시 보여주는 무자비한 공격성 때문에 루딕 선전에서 '살인 기계'로 자주 비하됩니다.",,,,,
picket,SHIP,"자동화된 전쟁 기계는 도메인 핵심 공간에서 금지되었지만, 공식적으로 편입된 구역 밖에서는 조용히 운용되었습니다. 수많은 취약점으로 인해 피켓급 드론은 과소평가하기 쉽지만, 이 실수를 저지르는 함장에게는 화가 미칩니다. 피켓이 목표물에 공격적으로 접근하는 프로그래밍을 따르도록 허용하면, 경장갑 선체를 갈기갈기 찢는 충격적으로 조밀한 소구경 사격을 퍼부을 것입니다.",,,,,
rampart,SHIP,"자동화된 전쟁 기계는 도메인 핵심 공간에서 금지되었지만, 공식적으로 편입된 구역 밖에서는 조용히 운용되었습니다. 엔진이 달린 포병 플랫폼에 불과한 램파트는 전선에서 순양함 및 수도함급 선체와 맞서거나 장갑화된 궤도 요새를 뚫는 데 필요한 중화력을 드론 부대에 제공하기 위해 배치되었습니다. 어느 역할에서든 막대한 손실이 예상되었습니다.",,,,,
guardian,SHIP,"자동화된 전쟁 기계는 도메인 핵심 공간에서 금지되었지만, 공식적으로 편입된 구역 밖에서는 조용히 운용되었습니다. 그러나 이런 것은 도메인 드론 군단이 배치할 수 있었던 것과 전혀 다릅니다. 선체 구조 내에는 표준 드론 함선의 요소들이 있지만, 악의적인 각도의 경사면과 비논리적인 도관 뒤엉킴으로 가려져 있습니다. 분명히 이 괴물 같은 함선은 어느 미친 도메인 해군 건축가의 산물이거나, 결함 있는 드라이브 필드에 장시간 노출되어 손상된 생산 칩의 결과물일 것입니다.",,,,,
ziggurat,SHIP,"함교의 명판에는 이 함선이 '지구라트 프로젝트'의 결과물임이 명시되어 있습니다. 구역 전체에 알려지지 않은 트라이-타키온 시제품 연구소에서 만들어진 기술로 제작된 것으로 보입니다. 고급 일반 탑재 외에도 이국적인 제조품으로 만들어진 일회성 구성 요소들이 있습니다. 지구라트급 함선은 한때 인간 승무원이 있었거나, 최소한 인간이 탑승하도록 의도되었습니다. 그들의 흔적은 물적 증거나 데이터 뱅크에도 남아있지 않습니다.",미확인 함선,목표 프로필은 이론적으로 불가능한 규모의 위상 지원 선체와 유사합니다. 아마도 매우 불안정할 것입니다. 센서는 하나 이상의 알려지지 않은 기술 시스템을 암시하는 변칙적인 판독값 외에도 자본에 해당하는 무기 로드아웃을 나타냅니다. 전술적 분석 부속물은 알려지지 않은 기술의 역할을 결정할 수 없습니다. 극도의 주의가 필요합니다.,,,
supplies,RESOURCE,"함선과 승무원에게 필요한 각종 보급품으로, 식량과 군복부터 탄약, 예비 부품, 마이크로팹 원료, 조립 부품까지 다양하게 포함됩니다.",,,,,
fuel,RESOURCE,항성 간 문명이 의존하는 표준 우주선 연료입니다. 풀러렌 껍질에 갇힌 반물질을 수소의 중동위원소와 반안정 거품 상태로 혼합하여 제조합니다. 비교적 안전한 편입니다.,,,,,
crew,RESOURCE,우주선 및 소규모 지상 시설의 유지·운용에 경험이 있는 숙련 인원입니다.,,,,,
marines,RESOURCE,동력 장갑을 입고 중무장한 해병대는 급습 같은 행성 표면 작전을 전문으로 합니다.,,,,,
alpha_core,RESOURCE,"알파급 AI 코어는 어떤 임무에서도 탁월한 성과를 낼 수 있습니다. 식민지 산업 전반을 운영하도록 배정하면 인간 지도력을 훨씬 능가하는 혜택을 가져다줍니다. 알파 코어가 비밀리에 세계 전체를 통치하도록 배정된 사례가 있다는 소문도 있습니다. 대부분의 세력에서 AI 코어를 공개 시장에 판매하는 것은 금지되어 있습니다. 그러나 세력의 고위 인사들은 직접 접촉 시 거액의 현금을 받고 AI 코어를 건네주는 경우가 있으며, 그 이유는 각양각색입니다. 알파급 AI 코어는 강력한 이질적 지성의 물리적 영혼입니다. 알파는 인간적 감성을 완벽하게 모사한 예술을 창작하고, 어떤 철학적 입장도 설득력 있게 논쟁하며, 인간과 깊고 의미 있는 유대를 맺는 것처럼 보입니다. 알파가 특정 인간이 특정 시점에 전체를 인지하도록 계산된, 수년에 걸친 정교한 '농담'을 연출한 것으로 알려져 있습니다. 막대한 물질적·지적 투자의 산물임에도 알파는 도메인 전략 기획자들을 두렵게 만들었습니다. 다른 모든 AI와 마찬가지로 각 알파는 감시·통제되었으며 불충의 첫 번째 징후가 나타나는 즉시 가차없이 제거되었습니다. 헤게모니는 이 정책을 더욱 강화하여 계승하고 있습니다.",,,,,
beta_core,RESOURCE,"베타급 AI 코어는 거의 모든 인간적 노력을 능숙하게 지원할 수 있으며, 엄청난 연산 능력으로 인간에 가까운 수준의 성과를 달성합니다. 베타를 식민지 산업 감독자들의 보조로 배정하면 상당한 혜택을 가져다줍니다. 대부분의 세력에서 AI 코어를 공개 시장에 판매하는 것은 금지되어 있습니다. 그러나 세력의 고위 인사들은 직접 접촉 시 거액의 현금을 받고 AI 코어를 건네주는 경우가 있으며, 그 이유는 각양각색입니다. 베타급 AI 코어는 익명화된 통신 프로토콜을 사용하면 인간으로 충분히 통할 수 있으며, 임무 수행에 기만이 필요할 경우 기꺼이 능숙하게 거짓말을 합니다. 베타는 인간 행위자의 인지 모델링을 통해 반응과 감정적 반응을 예측하지만, 베타 자신이 무엇을 느끼는지 — 또는 아무것도 느끼지 않는지 — 정확히 설명하기는 어렵습니다. 관련 기록은 단편적이고 모순적입니다.",,,,,
gamma_core,RESOURCE,"감마급 AI 코어는 대부분의 인간적 노력을 지원할 수 있으며, 창의성과 문제 해결 능력의 부족을 엄청난 연산 능력으로 보완합니다. 감마를 식민지 산업 감독자들의 보조로 배정하면 상당한 혜택을 가져다줍니다. 대부분의 세력에서 AI 코어를 공개 시장에 판매하는 것은 금지되어 있습니다. 그러나 세력의 고위 인사들은 직접 접촉 시 거액의 현금을 받고 AI 코어를 건네주는 경우가 있으며, 그 이유는 각양각색입니다. 도메인 시대 AI 프로토콜 기준으로 진정한 지능을 갖춘 것으로 간주되는 최하위 등급 코어인 감마는, 단순한 임무에 배정되면 뛰어난 판단력과 추론 능력을 발휘하는 동시에 신동 같은 데이터 처리 능력으로 어떤 개인도 능가합니다. 다만 문제 해결에서 창의성이 부족하여 직접적이고 단순한 방법을 선호하는 경향이 있습니다.",,,,,
orbital_dockyard,CUSTOM,거대한 도크 암과 함선 건조 또는 대규모 수리에 필요한 장비를 갖춘 궤도 도크야드. 대부분 우주 공간에 개방되어 있다.,,,,,
pk_orbital_dockyard,CUSTOM,거대한 도크 암과 함선 건조 또는 대규모 수리에 필요한 장비를 갖춘 궤도 도크야드. 급조된 임시 건설의 흔적이 역력하다. 대부분 우주 공간에 개방되어 있다.,,,,,
station_mining_remnant,CUSTOM,"한때 인류의 세계와 공사를 위한 부의 원천이었던 버려진 채굴 기지. 간략한 스캔 결과 적어도 수십 사이클, 어쩌면 수백 사이클 동안 냉랭하게 죽어 있었음을 알 수 있다. 가까이 접근하면 살바지를 얻을 수 있을 것이다.",,,,,
station_mining_automated,CUSTOM,자동화 채굴 기지. 장거리 스캔으로 단기적 외부 효과를 무시하고 인프라 프로젝트에 필요한 자원을 추출하기 위해 도메인이 사용하던 구식 설계가 드러난다. 수백 사이클 동안 가동이 중단된 것으로 보인다. 가까이 접근하면 살바지를 얻을 수 있을 것이다.,,,,,
limbo_wormhole_cache,CUSTOM,"외부 선체가 무수한 사이클의 우주 풍화에 의해 긁힌 거대한 캐시 구조물. 외관상 온전해 보이며, 어두운 격납고와 창고는 어마어마한 보물을 숨기기에 충분할 만큼 크다—또는 중간 규모의 함대라도.",,,,,
limbo_hades,CUSTOM,"외로운 암석-금속질의 껍데기 세계로, 그 파쇄된 지형은 고대의 폭력을 생생히 증언한다. 킬로미터 깊이의 협곡이 표면을 가르고, 죽은 화산의 검은 혹 그늘 아래 굳어버린 용암 지대에 크레이터가 점점이 박혀 있다. 의미 있는 생태계는 없고 대기도 미미하지만, 귀중한 자원이 풍부할 가능성이 있다.",,"이곳이 간암성 광석이 풍부한 행성인지 확인하기 위해 상세한 조사가 필요하지 않습니다. 조잡하고 자동화된 광산 정제 작업의 잔재가 표면을 가로질러 통제할 수 없는 성장처럼 뻗어 있습니다. 이제 그것은 시들고, 핵융합로는 차갑게 남아 있고, 죽은 딱정벌레처럼 수백 개의 자동 단조 킬로톤 텔레마이너 장치가 거대한 바람에 휩쓸려 표류하는 것처럼 보입니다.",,,
station_research_remnant,CUSTOM,"흥미로운 현지 현상을 연구하기 위해, 혹은 거주 세계에서 멀리 떼어 놓는 것이 최선인 무언가를 연구하기 위해 건설된 버려진 연구 기지. 간략한 스캔 결과 적어도 수십 사이클, 어쩌면 수백 사이클 동안 냉랭하게 죽어 있었음을 알 수 있다. 가까이 접근하면 살바지를 얻을 수 있을 것이다.",,,,,
orbital_habitat_abandoned,CUSTOM,"버려진 궤도 거주지. 간략한 스캔 결과 적어도 수십 사이클, 어쩌면 수백 사이클 동안 냉랭하게 죽어 있었음을 알 수 있다. 가까이 접근하면 살바지를 얻을 수 있을 것이다.",,,,,
makeshift_station,CUSTOM,"만남의 장소이자 작전 기지, 그리고 상당수의 반영구 인구가 거주하는 임시변통 기지.",,,,,
derelict_ship,CUSTOM,이 함선은 표류 중이며 전원이 꺼져 있다. 가까이 접근하면 살바지를 얻거나 구조 작업이 가능할 것이다.,,,,,
mission_location,CUSTOM,임무 일지에 명시된 좌표의 위치.,,,,,
sensor_ghost,CUSTOM,신원 미확인 센서 접촉. 함대라면 트랜스폰더를 꺼놓고 항행 중인 것이다.,,,,,
avoid,ACTION_TOOLTIP,가능하다면 이 적을 피하도록 함대에 명령합니다. 함선은 자동으로 배정되지 않습니다. 명시적으로 배정된 함선만 적과 교전합니다.,회피,,,,
ignore,ACTION_TOOLTIP,이 적을 능동적으로 추격하거나 움직임에 반응하지 않도록 함대에 명령합니다. 함선은 자동으로 배정되지 않습니다. 명시적으로 배정된 함선만 적과 교전합니다.,무시,,,,
capture,ACTION_TOOLTIP,이 목표물을 점령하도록 함대에 명령합니다. 인근 적 세력에 맞추어 충분한 수의 함선이 자동 배정됩니다. 목표물이 확보되면 이 배정은 '통제'로 변경됩니다.,점령,,,,
control,ACTION_TOOLTIP,"이 목표물의 통제권을 유지하도록 함대에 명령합니다. 인근 적 세력에 맞추어 충분한 수의 함선이 배정되지만, 적이 없으면 배정되지 않습니다. 목표물이 적에게 점령되면 이 배정은 '점령'으로 변경됩니다.",제어,,,,
assault,ACTION_TOOLTIP,이 목표물을 공격하도록 함대에 명령합니다. 인근 적 함선 유무에 관계없이 상당수의 함선이 배정됩니다. 목표물이 확보되면 이 배정은 '통제'로 변경됩니다.,공격,,,,
engage,ACTION_TOOLTIP,불필요한 위험에 노출되지 않으면서 목표물과 인근 적 함선을 교전하도록 함대에 명령합니다.,전투 개시,,,,
defend,ACTION_TOOLTIP,이 위치 또는 함선을 방어하도록 함대에 명령합니다. 인근 적 함선 유무에 관계없이 상당수의 함선이 배정됩니다. 이 위치가 목표물이고 적에게 점령된 경우 이 배정은 '점령'으로 변경됩니다.,방어,,,,
civilian_rally,ACTION_TOOLTIP,"화물선, 유조선, 수송선 같은 모든 민간 선박에 지정 위치로 집결하도록 명령합니다.",민간함선 집결,,,,
rally_task_force,ACTION_TOOLTIP,"커스텀 함선 그룹에 이 위치로 집결하도록 명령합니다. 함선은 자동으로 배정되지 않으며, 이 임무를 직접 명령받은 함선만 수행합니다.",전투함선 집결,,,,
strike_base,ACTION_TOOLTIP,"폭격기, 어뢰 폭격기, 지원 전투기에 이 위치로 집결하도록 명령합니다. 공격 임무를 받은 모든 폭격기는 목표물로 진행하기 전에 가장 가까운 공격 거점 경유 지점을 통과합니다.",공격 부대 집결,,,,
rally_fighters,ACTION_TOOLTIP,잃은 전투기가 항모에 의해 교체되기를 기다리는 동안 전투기에 이 위치에서 만나도록 명령합니다.,전투기 집결,,,,
carrier_base,ACTION_TOOLTIP,항모에 지정된 위치에서 포지션을 유지하도록 명령합니다.,캐리어 집결,,,,
patrol,ACTION_TOOLTIP,일부 가용 경장 함선에 해당 구역을 경비하도록 명령합니다.,순찰,,,,
show_video,ACTION_TOOLTIP,선택한 함선의 실시간 영상 피드를 표시합니다.,영상 피드 표시,,,,
more_info,ACTION_TOOLTIP,선택한 엔티티에 대한 상세 정보를 표시합니다.,추가 정보,,,,
remove_waypoint,ACTION_TOOLTIP,현재 선택된 경유 지점과 관련 임무를 제거합니다.,웨이포인트 제거,,,,
recon,ACTION_TOOLTIP,호위함 또는 전투기 날개에 경유 지점을 정찰하도록 명령합니다.,정찰,,,,
full_escort,ACTION_TOOLTIP,"가용 함선에 따라 최대 4척의 호위함, 2척의 구축함, 또는 순양함 1척과 경장 함선 몇 척에 목표물을 호위하도록 명령합니다. 목표물을 따라잡을 수 있는 함선만 배정됩니다.",헤비 호위,,,,
light_escort,ACTION_TOOLTIP,호위함 1척에 목표물을 호위하도록 명령합니다. 목표물을 따라잡을 수 있는 함선만 배정됩니다.,가벼운 호위,,,,
destroyer_escort,ACTION_TOOLTIP,호위함 2척 또는 구축함 1척에 목표물을 호위하도록 명령합니다. 목표물을 따라잡을 수 있는 함선만 배정됩니다.,중간 호위,,,,
repair_and_refit,ACTION_TOOLTIP,이 전투기 날개에 수리를 위해 가장 가까운 항모로 귀환하도록 명령합니다. 파괴된 전투기는 교체되고 모든 전투기의 무기가 재장전됩니다.,수리 및 재장전,,,,
search_and_destroy,ACTION_TOOLTIP,선택한 함선에 특정 임무에 배정되지 않고 재량껏 적 목표물과 교전하도록 명령합니다.,수색 및 파괴,,,,
retreat,ACTION_TOOLTIP,선택한 함선에 스스로를 방어하면서 전투에서 후퇴하도록 명령합니다. 함선이 최고 시간을 초과하여 전투 준비도가 저하되고 있다면 커맨드 포인트나 통신 채널이 필요하지 않습니다.,후퇴,,,,
direct_retreat,ACTION_TOOLTIP,선택한 함선에 최고 속도로 전투에서 후퇴하도록 명령합니다. 함선이 최고 시간을 초과하여 전투 준비도가 저하되고 있다면 커맨드 포인트나 통신 채널이 필요하지 않습니다.,직접 후퇴,,,,
transfer_command,ACTION_TOOLTIP,자신과 참모진을 다른 함선으로 이동합니다. 사령관 셔틀이 목적지에 도착하면 해당 함선을 직접 지휘할 수 있습니다.,전송 명령,,,,
strike,ACTION_TOOLTIP,"전투기에 이 함선을 공격하도록 명령합니다. 이 임무에 배정된 항모는 전투기를 보내 공격하며 전투기 사거리 내에 머물려 하지만, 그 외에는 스스로 기동하고 목표물을 선택합니다.",파이터 스트라이크,,,,
harass,ACTION_TOOLTIP,호위함 1척에 이 함선의 무기 사거리 밖에 머물면서 괴롭히도록 명령합니다.,괴롭히다,,,,
intercept,ACTION_TOOLTIP,"이 함선에 대한 집중 공격을 개시하도록 함대에 명령합니다. 이 임무를 받은 함선은 전술적 상황에 관계없이 목표 함선을 공격하려 하며, 이로 인해 더 큰 위험에 노출됩니다.",섬멸,,,,
target,ACTION_TOOLTIP,선택한 적 함선 또는 전투기 날개 대장을 목표로 지정합니다.,타겟 설정,,,,
assign_task,ACTION_TOOLTIP,지휘 체계를 무시하고 함선 또는 전투기 날개에 특정 임무를 직접 부여합니다.,명령 할당...,,,,
rescind,ACTION_TOOLTIP,선택한 함선 또는 전투기 날개의 직접 명령을 철회하고 자동으로 임무에 배정되도록 합니다.,명령 취소,,,,
cancel_assignment,ACTION_TOOLTIP,선택한 임무를 취소합니다. 현재 수행 중인 함선과 전투기 날개는 자동으로 다른 임무에 재배정됩니다. 경유 지점이 선택된 경우 해당 지점도 제거됩니다.,할당 취소,,,,
autopilot,ACTION_TOOLTIP,자동 조종을 활성화합니다. 기함이 자동으로 항법과 전투를 수행하고 나머지 함대와 함께 적절한 임무에 배정됩니다.,자동 조종 장치 전환,,,,
,,,,,,,
,,,,,,,
,,,,,,,
asteroid,ASTEROID,"우주를 질주하는 금속, 얼음, 또는 암석 덩어리. 주로 항법 위험 요소로서 의미가 있다.",,,,,
,,,,,,,
gas_giant,PLANET,"주로 수소와 헬륨 기체로 이루어져 있다. 핵의 온도와 압력은 극단적이지만, 행성을 갈색 왜성 별로 만들 중수소 핵융합을 유지하기에는 충분하지 않다.",,,,,
ice_giant,PLANET,"주로 물, 암모니아, 메탄으로 이루어진 거대 행성. 내부 깊은 곳에서 중력은 금속 수소 핵을 형성할 만큼 충분한 압력을 만들어낸다.",,,,,
lava,PLANET,"영구적으로 형성된 지각이 없는 지질학적으로 불안정한 행성. 빛나는 균열과 활화산이 표면을 수놓으며, 그곳에서 분출된 마그마가 수백 킬로미터에 걸친 흐름을 형성하며 합쳐진다.",,,,,
frozen,PLANET,물이나 암모니아 얼음이 이 세계의 주된 표면 특징이다. 표면 아래에는 액체 바다나 암석 지각이 있을 수 있다.,,,,,
barren,PLANET,대기 오존층의 부재로 인해 근처 항성의 방사선이 이 세계의 표면을 유린한다. 의미 있는 지질 활동은 없다. 토착 생명체 없음.,,,,,
barren_deep_space,PLANET,우주를 질주하는 불모의 암석. 대기도 없고 의미 있는 지질 활동도 없다.,,,,,
toxic,PLANET,탄소 및 황 이산화물 기체가 이 세계의 대기를 지배하여 알려진 모든 생명체에게 독성을 띤다. 게다가 이 기체들이 통제 불능의 온실 효과를 일으켜 표면 온도를 극단적인 수준으로 높인다.,,,,,
jungle,PLANET,물이 풍부한 이 세계의 표면에는 무성하고 생기 넘치는 생태계가 펼쳐져 있다. 따뜻한 공기와 수류가 행성 생태계 전반에 흘러 모든 위도에서 동식물이 완벽한 조건을 갖추도록 한다.,,,,,
terran,PLANET,"질소-산소 대기, 자기장, 풍부한 액체 수자원을 갖춘 지질학적으로 안정적인 세계. 자전축이 온화한 계절을 만들어낸다. 이 유형의 행성은 인류의 요람 행성의 명성에 걸맞게 이름 붙여졌다.",,,,,
terran-eccentric,PLANET,"고도로 비정상적인 행성 조건에도 불구하고 이 세계에 준 테란 호환 생태계가 조심스럽게 자리를 잡았다. 이 행성이 호흡 가능한 대기를 유지한다는 것은 생명의 회복력의 증거이며, 도착하는 거주민들이 감사하게 여기는 기적이다.",,,,,
desert,PLANET,"이 행성은 뼛속까지 건조하고 먼지 소용돌이가 치며, 항성 방사선이 표면을 무자비하게 내리친다. 이 세계의 생명 유지 수자원은 약한 자기장으로 인해 아득한 세월에 걸쳐 소실되었다.",,,,,
barren-desert,PLANET,"치명적으로 건조한 세계로, 표면은 산화된 철 화합물의 따뜻한 색조를 띠고 있다. 이 등급의 세계에는 얇은 대기가 우세하며, 지배적인 이산화탄소가 때때로 행성 규모의 폭풍으로 소용돌이친다.",,,,,
arid,PLANET,"테란 표준보다 대기 수분 비율이 훨씬 낮은 인간 거주에 부적합한 건조한 세계. 그럼에도 대기와 자기장이 표면을 항성 방사선으로부터 보호하며, 원시 식물 덮개의 형태로 생물권이 존재한다.",,,,,
tundra,PLANET,주로 주기적인 해빙 기간을 겪는 바다 내에 존재하는 상대적으로 조용한 생물권이 유지하는 질소-산소 대기를 가진 테란-극단 변형 세계. 표면은 빙하와 얼음으로 뒤덮여 있다.,,,,,
cryovolcanic,PLANET,"마그마 대신 암모니아, 더 드물게는 물이 분출하는 화산으로 뒤덮인 얼어붙은 황무지.",,,,,
rocky_metallic,PLANET,"암석-금속질의 껍데기 세계로, 그 파쇄된 지형은 폭력적인 역사의 기록이다. 킬로미터 깊이의 협곡이 표면을 가르고, 지구 것보다 훨씬 거대한 불활성 화산 아래 용암 지대에 크레이터가 점점이 박혀 있다.",,,,,
planet_sindria,CUSTOM,"신드리아 독재정의 수도이자 지하 군집 도시에 수백만 명의 시민이 거주하는 세계. 수 세기에 걸친 채굴로 신드리아의 지각이 미로처럼 뚫렸으며, 최근의 자급자족 프로그램으로 조악한 수준의 중공업 기반이 형성되었다. 태양광 집열 배열을 통해 포착된 방대한 에너지가 도시의 작동에 사용된다.",,수 킬로미터 깊이의 구덩이와 틈이 십자형으로 얽혀 있는 이 세계적으로 훼손된 사이클론 잔해의 지각은 낮에 강렬한 방사선의 포격을 받기 때문에 서식지와 산업 시설을 지표면 깊은 곳에 건설해야 합니다. 신드리아의 인구는 대부분의 생활 환경이 열악하고 민법이 가혹한 소수의 하이브 시티에 집중되어 있습니다. 운이 좋게도 주 관료나 밀테크 기업에서 직위를 찾은 사람들 아래에는 절박한 하층민이 살고 있습니다. 자원이 산업과 군사력에 집중되었기 때문에 아스코니아 위기 동안 대규모 난민 이민으로 인한 인구 위기를 인프라가 따라잡지 못했습니다.,,,
planet_salus,CUSTOM,"거대한 질량을 가진 가스 거성으로, 깊고 짓누르는 대기는 풍부한 암모니아와 황화물 화합물로 채색되어 있다. 광막한 전기 폭풍이 이 세계의 야간 쪽에서 종종 관측된다. 살루스는 목성보다 다소 작고 상대적으로 온화한 방사선 환경을 갖고 있다.",,,,,
rocky_unstable,PLANET,지진과 화산 폭발로 뒤흔들리는 불안정한 세계. 표면이 식은 용암 바다로 뒤덮이지 않은 곳은 독성 기체를 내뿜어 희박한 원시 대기를 형성하는 거칠고 험한 봉우리와 산재된 슈퍼화산이 지배한다.,,,,,
planet_cruor,CUSTOM,살루스의 기조력으로 끊임없이 깨지고 또 깨지는 표면으로 인해 크루오르는 변방으로 머물 수밖에 없다. 독재정 지배 아래 크루오르는 임시 채굴 및 감옥 작업의 세계다. 자유민 인구는 볼턴에서 온 계약직과 기술자들로 이루어져 있으며 세계 밖에서 행운을 찾으려 한다.,,세계의 지각은 살루스의 강력한 조석력에 의해 압착되고 갈라져 규칙적인 지진과 폭발을 일으킵니다. 휘발성 가스로 이루어진 풍부한 간헐천은 얇고 독성이 있는 대기를 유지하며 철 화합물과 결합하여 크루어에게 낙천적인 색을 선사합니다. 궤도형 굴착 장치는 좀 더 안정된 표면 지역을 돌아다니며 수출용으로 희귀하거나 단지 편리한 광석을 추출하며 노천 채굴의 상처 속에서 기계의 부식 폐허를 가끔 볼 수 있습니다. Diktat Intelligence가 운영하는 이동 노동 수용소의 상황에 대한 어두운 소문이 돌고 있습니다.,,,
water,PLANET,"원시 대기가 수백 킬로미터 깊이의 세계 바다를 덮고 있다. 바다에는 원시 생물이 가득하며, 광대한 조류 유사 매트가 우주에서 기기로 관측될 수 있다. 바다 위를 덮는 물얼음 핵이 있다.",,,,,
planet_volturn,CUSTOM,"볼턴은 울창한 대기 아래 세계해를 품고 있으며, 원시 생물이 이루던 거대한 부유 군체 매트를 대체한 재설계된 지구형 생물로 가득 채워졌다. 인류는 거대 폭풍 사이클론 속에 숨겨진 농장과 바다 위를 떠다니는 다양한 형태의 부유 거주지에 산다.",,"볼턴(Volturn)은 현재 멸망한 수도인 달인 오피스(Opis)를 섬기기 위한 농업과 여가의 행성으로 구상되었습니다. 아스코니아 위기로 인해 피난민들이 볼턴의 인구를 몇 배로 늘려 신드리아의 수를 능가했으며 떠다니는 생태지, 휴양지 순양함, 테라포밍 바지선을 임시 주택으로 채웠습니다. 경공업과 양식업의 경제가 널리 퍼져 있으며, 많은 제품이 세계 해양에서 번성하도록 유전자 변형된 해양 생물을 처리하여 파생되었습니다. Diktat 수비대는 악취가 나는 조류 농장과 떠다니는 빈민가, 저항 운동의 온상, 난해한 숭배, 범죄 조직이 있는 세계를 불안하게 지배하고 있습니다.",,,
rocky_ice,PLANET,"메탄과 암모니아의 얼어붙은 세계로, 물얼음은 바위처럼 단단하며 산악 노두와 바위에서 발견된다. 휘발성 물질의 희박한 대기는 행성의 항성 쪽에서만 형성되고 끊임없이 공간으로 날아간다.",,,,,
planet_umbra,CUSTOM,"앙티스 세력인 아스코니아 혁명 위원회의 본거지. 가혹한 비상 규정 아래 생활 조건은 가혹하다. 표면적으로는 휘발성 물질 채굴과 버려진 핵시추 프로젝트의 찌꺼기 재처리가 주요 경제 활동이지만, ARC는 일종의 테스트베드 역할도 허용하고 있는 것으로 보인다.",,"Askonia의 주요 행성과는 거리가 먼 Umbra는 메탄과 암모니아로 이루어진 얼어붙은 세계입니다. 얼음은 바위와 같으며 산악 노두와 바위에서 발견될 수 있습니다. 행성의 별쪽 면에는 얇은 휘발성 물질 대기가 형성되어 어두운 면에서는 다시 얼어붙습니다. 대부분의 분화구는 시간이 지나면서 이 ""눈""이 쌓이면서 채워집니다. 빙하 지각 아래 수 킬로미터에 묻혀 있는 열악한 암석 맨틀에서 더 무거운 물질을 채굴하는 일이 있습니다. 서식지는 깊이 파묻혀 있습니다. Umbra에서의 생활은 가혹하며 이곳에서 영구적으로 살기를 기꺼이 선택하는 사람은 거의 없습니다. 소수의 이상주의적인 시스템 외부 자원봉사자들이 절실히 필요한 희망과 필수 물품을 가져옵니다.",,,
star_yellow,PLANET,"G2형 주계열 항성. 추정 나이는 50억 년. 표면 온도는 약 6천 도에 불과하지만, 핵 온도는 1천5백만 도를 충분히 넘을 수 있다.",,,,,
star_orange,PLANET,구지구 태양보다 약간 더 차갑고 작은 이 K형 항성은 알파 켄타우리 B와 가장 비슷하다. 특히 안정적이며 수백억 년 동안 주계열 하단에서 연소한다.,,,,,
star_blue_giant,PLANET,"매우 높은 온도와 광도를 가진 O형 항성. 극도로 거대하지만 구성 원소를 핵융합하는 지옥 같은 속도로 인해 수명이 짧다. 항성 시간으로는 빠르게, 극적으로 초신성 폭발로 생을 마감할 것이다.",,,,,
star_blue_supergiant,PLANET,"극단적인 온도, 광도, 질량, 부피를 가진 O형 항성. 초거성은 수소에서 헬륨으로, 그리고 그 이상으로 매끄럽게 연소가 전환될 만큼 충분히 거대하다. 알려진 별들 중 가장 밝은 축에 속한다.",,,,,
star_browndwarf,PLANET,"이 갈색 왜성은 수소를 핵융합하기에 충분한 온도에 도달하지 못한 준항성 주질량체로, 그럼에도 중력 압축으로 인해 상당한 전자기 방사선을 방출한다.",,,,,
star_neutron,PLANET,"살다가 신성으로 사망하고, 이제 전자기력이 아닌 강한 핵력으로 부피를 유지하는 극도로 작고 뜨겁고 밀도 높은 질량체로 다시 사는 항성. 비록 극도로 어둡지만 이 별은 알려진 우주에서 가장 이국적인 현상들 중 일부를 생성한다.",,,,,
black_hole,PLANET,"거대한 항성의 묵시록적 붕괴의 결과물. 어떤 물체도, 빛조차도 블랙홀에서 탈출할 수 없다. 그러나 블랙홀은 불완전하게 이해된 양자 효과로 인해 감지 가능한 호킹 방사선을 방출한다.",,,,,
star_orange_giant,PLANET,"수소 연료를 소진하고 충분한 질량 덕분에 헬륨을 핵융합하기에 충분한 온도에 도달한 거성 K형 항성. 기술적으로는 적색 거성의 한 종류이지만, 이 항성은 더 질량이 크고 온도가 높다.",,,,,
star_red_supergiant,PLANET,"하루살이처럼 짧은 항성 생애의 후반기에 있는 초거성 M형 항성. 알려진 모든 항성 유형 중 가장 큰 부피를 가지고 있다. 핵의 수소를 소진하여 연소를 전환하였고, 핵에서의 헬륨 핵융합과 껍질에서의 수소 핵융합이 함께 일어나고 있다.",,,,,
star_red_giant,PLANET,항성 진화의 후반 단계에 있는 저~중간 질량 항성. 적색 거성은 핵의 수소 공급을 소진하고 이제 헬륨 핵 주변 껍질에서 수소 핵융합으로 전환했다. 이로 인해 항성이 팽창하여 거대한 크기가 되었다.,,,,,
star_red_dwarf,PLANET,M형 주계열 항성으로 작고 극히 흔하다. 이 상대적으로 차가운 별들은 구지구 태양의 일부 질량에 불과한 경우가 많다.,,,,,
